Name	Value	Time
txProcessed-total	1	2021-11-26T14:09:05.354Z
networkTimeout-average	0	2021-11-26T14:09:05.354Z
networkTimeout-total	0	2021-11-26T14:09:05.354Z
lostNodeTimeout-average	0	2021-11-26T14:09:05.354Z
lostNodeTimeout-total	0	2021-11-26T14:09:05.354Z
queueLength-average	0	2021-11-26T14:09:05.354Z
queueLength-value	0	2021-11-26T14:09:05.354Z
serverLoad-average	0	2021-11-26T14:09:05.354Z
serverLoad-value	0	2021-11-26T14:09:05.354Z
txTimeInQueue-average	0	2021-11-26T14:09:05.354Z
txInjected-average	0	2021-11-26T14:09:06.357Z
txInjected-total	1	2021-11-26T14:09:06.357Z
txApplied-average	0	2021-11-26T14:09:06.357Z
txApplied-total	1	2021-11-26T14:09:06.357Z
txRejected-average	0	2021-11-26T14:09:06.357Z
txRejected-total	0	2021-11-26T14:09:06.357Z
txExpired-average	0	2021-11-26T14:09:06.357Z
txExpired-total	0	2021-11-26T14:09:06.357Z
txProcessed-average	0	2021-11-26T14:09:06.357Z
txProcessed-total	1	2021-11-26T14:09:06.357Z
networkTimeout-average	0	2021-11-26T14:09:06.357Z
networkTimeout-total	0	2021-11-26T14:09:06.357Z
lostNodeTimeout-average	0	2021-11-26T14:09:06.357Z
lostNodeTimeout-total	0	2021-11-26T14:09:06.357Z
queueLength-average	0	2021-11-26T14:09:06.357Z
queueLength-value	0	2021-11-26T14:09:06.357Z
serverLoad-average	0	2021-11-26T14:09:06.357Z
serverLoad-value	0	2021-11-26T14:09:06.357Z
txTimeInQueue-average	0	2021-11-26T14:09:06.357Z
txInjected-average	0	2021-11-26T14:09:07.357Z
txInjected-total	1	2021-11-26T14:09:07.357Z
txApplied-average	0	2021-11-26T14:09:07.357Z
txApplied-total	1	2021-11-26T14:09:07.357Z
txRejected-average	0	2021-11-26T14:09:07.357Z
txRejected-total	0	2021-11-26T14:09:07.357Z
txExpired-average	0	2021-11-26T14:09:07.357Z
txExpired-total	0	2021-11-26T14:09:07.357Z
txProcessed-average	0	2021-11-26T14:09:07.357Z
txProcessed-total	1	2021-11-26T14:09:07.357Z
networkTimeout-average	0	2021-11-26T14:09:07.357Z
networkTimeout-total	0	2021-11-26T14:09:07.357Z
lostNodeTimeout-average	0	2021-11-26T14:09:07.357Z
lostNodeTimeout-total	0	2021-11-26T14:09:07.357Z
queueLength-average	0	2021-11-26T14:09:07.357Z
queueLength-value	0	2021-11-26T14:09:07.357Z
serverLoad-average	0	2021-11-26T14:09:07.357Z
serverLoad-value	0	2021-11-26T14:09:07.357Z
txTimeInQueue-average	0	2021-11-26T14:09:07.357Z
txInjected-average	0	2021-11-26T14:09:08.361Z
txInjected-total	1	2021-11-26T14:09:08.361Z
txApplied-average	0	2021-11-26T14:09:08.361Z
txApplied-total	1	2021-11-26T14:09:08.361Z
txRejected-average	0	2021-11-26T14:09:08.361Z
txRejected-total	0	2021-11-26T14:09:08.361Z
txExpired-average	0	2021-11-26T14:09:08.361Z
txExpired-total	0	2021-11-26T14:09:08.361Z
txProcessed-average	0	2021-11-26T14:09:08.361Z
txProcessed-total	1	2021-11-26T14:09:08.361Z
networkTimeout-average	0	2021-11-26T14:09:08.361Z
networkTimeout-total	0	2021-11-26T14:09:08.361Z
lostNodeTimeout-average	0	2021-11-26T14:09:08.361Z
lostNodeTimeout-total	0	2021-11-26T14:09:08.361Z
queueLength-average	0	2021-11-26T14:09:08.361Z
queueLength-value	0	2021-11-26T14:09:08.361Z
serverLoad-average	0	2021-11-26T14:09:08.361Z
serverLoad-value	0	2021-11-26T14:09:08.361Z
txTimeInQueue-average	0	2021-11-26T14:09:08.361Z
txInjected-average	0	2021-11-26T14:09:09.365Z
txInjected-total	1	2021-11-26T14:09:09.365Z
txApplied-average	0	2021-11-26T14:09:09.365Z
txApplied-total	1	2021-11-26T14:09:09.365Z
txRejected-average	0	2021-11-26T14:09:09.365Z
txRejected-total	0	2021-11-26T14:09:09.365Z
txExpired-average	0	2021-11-26T14:09:09.365Z
txExpired-total	0	2021-11-26T14:09:09.365Z
txProcessed-average	0	2021-11-26T14:09:09.365Z
txProcessed-total	1	2021-11-26T14:09:09.365Z
networkTimeout-average	0	2021-11-26T14:09:09.365Z
networkTimeout-total	0	2021-11-26T14:09:09.365Z
lostNodeTimeout-average	0	2021-11-26T14:09:09.365Z
lostNodeTimeout-total	0	2021-11-26T14:09:09.365Z
queueLength-average	0	2021-11-26T14:09:09.365Z
queueLength-value	0	2021-11-26T14:09:09.365Z
serverLoad-average	0	2021-11-26T14:09:09.365Z
serverLoad-value	0	2021-11-26T14:09:09.365Z
txTimeInQueue-average	0	2021-11-26T14:09:09.365Z
txInjected-average	0	2021-11-26T14:09:10.365Z
txInjected-total	1	2021-11-26T14:09:10.365Z
txApplied-average	0	2021-11-26T14:09:10.365Z
txApplied-total	1	2021-11-26T14:09:10.365Z
txRejected-average	0	2021-11-26T14:09:10.365Z
txRejected-total	0	2021-11-26T14:09:10.365Z
txExpired-average	0	2021-11-26T14:09:10.365Z
txExpired-total	0	2021-11-26T14:09:10.365Z
txProcessed-average	0	2021-11-26T14:09:10.365Z
txProcessed-total	1	2021-11-26T14:09:10.365Z
networkTimeout-average	0	2021-11-26T14:09:10.365Z
networkTimeout-total	0	2021-11-26T14:09:10.365Z
lostNodeTimeout-average	0	2021-11-26T14:09:10.365Z
lostNodeTimeout-total	0	2021-11-26T14:09:10.365Z
queueLength-average	0	2021-11-26T14:09:10.365Z
queueLength-value	0	2021-11-26T14:09:10.365Z
serverLoad-average	0	2021-11-26T14:09:10.365Z
serverLoad-value	0	2021-11-26T14:09:10.365Z
txTimeInQueue-average	0	2021-11-26T14:09:10.365Z
txInjected-average	0	2021-11-26T14:09:11.372Z
txInjected-total	1	2021-11-26T14:09:11.372Z
txApplied-average	0	2021-11-26T14:09:11.372Z
txApplied-total	1	2021-11-26T14:09:11.372Z
txRejected-average	0	2021-11-26T14:09:11.372Z
txRejected-total	0	2021-11-26T14:09:11.372Z
txExpired-average	0	2021-11-26T14:09:11.372Z
txExpired-total	0	2021-11-26T14:09:11.372Z
txProcessed-average	0	2021-11-26T14:09:11.372Z
txProcessed-total	1	2021-11-26T14:09:11.372Z
networkTimeout-average	0	2021-11-26T14:09:11.372Z
networkTimeout-total	0	2021-11-26T14:09:11.372Z
lostNodeTimeout-average	0	2021-11-26T14:09:11.372Z
lostNodeTimeout-total	0	2021-11-26T14:09:11.372Z
queueLength-average	0	2021-11-26T14:09:11.372Z
queueLength-value	0	2021-11-26T14:09:11.372Z
serverLoad-average	0	2021-11-26T14:09:11.372Z
serverLoad-value	0	2021-11-26T14:09:11.372Z
txTimeInQueue-average	0	2021-11-26T14:09:11.372Z
txInjected-average	0	2021-11-26T14:09:12.376Z
txInjected-total	1	2021-11-26T14:09:12.376Z
txApplied-average	0	2021-11-26T14:09:12.376Z
txApplied-total	1	2021-11-26T14:09:12.376Z
txRejected-average	0	2021-11-26T14:09:12.376Z
txRejected-total	0	2021-11-26T14:09:12.376Z
txExpired-average	0	2021-11-26T14:09:12.376Z
txExpired-total	0	2021-11-26T14:09:12.376Z
txProcessed-average	0	2021-11-26T14:09:12.376Z
txProcessed-total	1	2021-11-26T14:09:12.376Z
networkTimeout-average	0	2021-11-26T14:09:12.376Z
networkTimeout-total	0	2021-11-26T14:09:12.376Z
lostNodeTimeout-average	0	2021-11-26T14:09:12.376Z
lostNodeTimeout-total	0	2021-11-26T14:09:12.376Z
queueLength-average	0	2021-11-26T14:09:12.376Z
queueLength-value	0	2021-11-26T14:09:12.376Z
serverLoad-average	0	2021-11-26T14:09:12.376Z
serverLoad-value	0	2021-11-26T14:09:12.376Z
txTimeInQueue-average	0	2021-11-26T14:09:12.376Z
txInjected-average	0	2021-11-26T14:09:13.382Z
txInjected-total	1	2021-11-26T14:09:13.382Z
txApplied-average	0	2021-11-26T14:09:13.382Z
txApplied-total	1	2021-11-26T14:09:13.382Z
txRejected-average	0	2021-11-26T14:09:13.382Z
txRejected-total	0	2021-11-26T14:09:13.382Z
txExpired-average	0	2021-11-26T14:09:13.382Z
txExpired-total	0	2021-11-26T14:09:13.382Z
txProcessed-average	0	2021-11-26T14:09:13.382Z
txProcessed-total	1	2021-11-26T14:09:13.382Z
networkTimeout-average	0	2021-11-26T14:09:13.382Z
networkTimeout-total	0	2021-11-26T14:09:13.382Z
lostNodeTimeout-average	0	2021-11-26T14:09:13.382Z
lostNodeTimeout-total	0	2021-11-26T14:09:13.382Z
queueLength-average	0	2021-11-26T14:09:13.382Z
queueLength-value	0	2021-11-26T14:09:13.382Z
serverLoad-average	0	2021-11-26T14:09:13.382Z
serverLoad-value	0	2021-11-26T14:09:13.382Z
txTimeInQueue-average	0	2021-11-26T14:09:13.382Z
txInjected-average	0	2021-11-26T14:09:14.387Z
txInjected-total	1	2021-11-26T14:09:14.387Z
txApplied-average	0	2021-11-26T14:09:14.387Z
txApplied-total	1	2021-11-26T14:09:14.387Z
txRejected-average	0	2021-11-26T14:09:14.387Z
txRejected-total	0	2021-11-26T14:09:14.387Z
txExpired-average	0	2021-11-26T14:09:14.387Z
txExpired-total	0	2021-11-26T14:09:14.387Z
txProcessed-average	0	2021-11-26T14:09:14.387Z
txProcessed-total	1	2021-11-26T14:09:14.387Z
networkTimeout-average	0	2021-11-26T14:09:14.387Z
networkTimeout-total	0	2021-11-26T14:09:14.387Z
lostNodeTimeout-average	0	2021-11-26T14:09:14.387Z
lostNodeTimeout-total	0	2021-11-26T14:09:14.387Z
queueLength-average	0	2021-11-26T14:09:14.387Z
queueLength-value	0	2021-11-26T14:09:14.387Z
serverLoad-average	0	2021-11-26T14:09:14.387Z
serverLoad-value	0	2021-11-26T14:09:14.387Z
txTimeInQueue-average	0	2021-11-26T14:09:14.387Z
txInjected-average	0	2021-11-26T14:09:15.393Z
txInjected-total	1	2021-11-26T14:09:15.393Z
txApplied-average	0	2021-11-26T14:09:15.393Z
txApplied-total	1	2021-11-26T14:09:15.393Z
txRejected-average	0	2021-11-26T14:09:15.393Z
txRejected-total	0	2021-11-26T14:09:15.393Z
txExpired-average	0	2021-11-26T14:09:15.393Z
txExpired-total	0	2021-11-26T14:09:15.393Z
txProcessed-average	0	2021-11-26T14:09:15.393Z
txProcessed-total	1	2021-11-26T14:09:15.393Z
networkTimeout-average	0	2021-11-26T14:09:15.393Z
networkTimeout-total	0	2021-11-26T14:09:15.393Z
lostNodeTimeout-average	0	2021-11-26T14:09:15.393Z
lostNodeTimeout-total	0	2021-11-26T14:09:15.393Z
queueLength-average	0	2021-11-26T14:09:15.393Z
queueLength-value	0	2021-11-26T14:09:15.393Z
serverLoad-average	0	2021-11-26T14:09:15.393Z
serverLoad-value	0	2021-11-26T14:09:15.393Z
txTimeInQueue-average	0	2021-11-26T14:09:15.393Z
txInjected-average	0	2021-11-26T14:09:16.397Z
txInjected-total	1	2021-11-26T14:09:16.397Z
txApplied-average	0	2021-11-26T14:09:16.397Z
txApplied-total	1	2021-11-26T14:09:16.397Z
txRejected-average	0	2021-11-26T14:09:16.397Z
txRejected-total	0	2021-11-26T14:09:16.397Z
txExpired-average	0	2021-11-26T14:09:16.397Z
txExpired-total	0	2021-11-26T14:09:16.397Z
txProcessed-average	0	2021-11-26T14:09:16.397Z
txProcessed-total	1	2021-11-26T14:09:16.397Z
networkTimeout-average	0	2021-11-26T14:09:16.397Z
networkTimeout-total	0	2021-11-26T14:09:16.397Z
lostNodeTimeout-average	0	2021-11-26T14:09:16.397Z
lostNodeTimeout-total	0	2021-11-26T14:09:16.397Z
queueLength-average	0	2021-11-26T14:09:16.397Z
queueLength-value	0	2021-11-26T14:09:16.397Z
serverLoad-average	0	2021-11-26T14:09:16.397Z
serverLoad-value	0	2021-11-26T14:09:16.397Z
txTimeInQueue-average	0	2021-11-26T14:09:16.397Z
txInjected-average	0	2021-11-26T14:09:17.397Z
txInjected-total	1	2021-11-26T14:09:17.397Z
txApplied-average	0	2021-11-26T14:09:17.397Z
txApplied-total	1	2021-11-26T14:09:17.397Z
txRejected-average	0	2021-11-26T14:09:17.397Z
txRejected-total	0	2021-11-26T14:09:17.397Z
txExpired-average	0	2021-11-26T14:09:17.397Z
txExpired-total	0	2021-11-26T14:09:17.397Z
txProcessed-average	0	2021-11-26T14:09:17.397Z
txProcessed-total	1	2021-11-26T14:09:17.397Z
networkTimeout-average	0	2021-11-26T14:09:17.397Z
networkTimeout-total	0	2021-11-26T14:09:17.397Z
lostNodeTimeout-average	0	2021-11-26T14:09:17.397Z
lostNodeTimeout-total	0	2021-11-26T14:09:17.397Z
queueLength-average	0	2021-11-26T14:09:17.397Z
queueLength-value	0	2021-11-26T14:09:17.397Z
serverLoad-average	0	2021-11-26T14:09:17.397Z
serverLoad-value	0	2021-11-26T14:09:17.397Z
txTimeInQueue-average	0	2021-11-26T14:09:17.397Z
txInjected-average	0	2021-11-26T14:09:18.404Z
txInjected-total	1	2021-11-26T14:09:18.404Z
txApplied-average	0	2021-11-26T14:09:18.404Z
txApplied-total	1	2021-11-26T14:09:18.404Z
txRejected-average	0	2021-11-26T14:09:18.404Z
txRejected-total	0	2021-11-26T14:09:18.404Z
txExpired-average	0	2021-11-26T14:09:18.404Z
txExpired-total	0	2021-11-26T14:09:18.404Z
txProcessed-average	0	2021-11-26T14:09:18.404Z
txProcessed-total	1	2021-11-26T14:09:18.404Z
networkTimeout-average	0	2021-11-26T14:09:18.404Z
networkTimeout-total	0	2021-11-26T14:09:18.404Z
lostNodeTimeout-average	0	2021-11-26T14:09:18.404Z
lostNodeTimeout-total	0	2021-11-26T14:09:18.404Z
queueLength-average	0	2021-11-26T14:09:18.404Z
queueLength-value	0	2021-11-26T14:09:18.404Z
serverLoad-average	0	2021-11-26T14:09:18.404Z
serverLoad-value	0	2021-11-26T14:09:18.404Z
txTimeInQueue-average	0	2021-11-26T14:09:18.404Z
txInjected-average	0	2021-11-26T14:09:19.404Z
txInjected-total	1	2021-11-26T14:09:19.404Z
txApplied-average	0	2021-11-26T14:09:19.404Z
txApplied-total	1	2021-11-26T14:09:19.404Z
txRejected-average	0	2021-11-26T14:09:19.404Z
txRejected-total	0	2021-11-26T14:09:19.404Z
txExpired-average	0	2021-11-26T14:09:19.404Z
txExpired-total	0	2021-11-26T14:09:19.404Z
txProcessed-average	0	2021-11-26T14:09:19.404Z
txProcessed-total	1	2021-11-26T14:09:19.404Z
networkTimeout-average	0	2021-11-26T14:09:19.404Z
networkTimeout-total	0	2021-11-26T14:09:19.404Z
lostNodeTimeout-average	0	2021-11-26T14:09:19.404Z
lostNodeTimeout-total	0	2021-11-26T14:09:19.404Z
queueLength-average	0	2021-11-26T14:09:19.404Z
queueLength-value	0	2021-11-26T14:09:19.404Z
serverLoad-average	0	2021-11-26T14:09:19.404Z
serverLoad-value	0	2021-11-26T14:09:19.404Z
txTimeInQueue-average	0	2021-11-26T14:09:19.404Z
txInjected-average	0	2021-11-26T14:09:20.406Z
txInjected-total	1	2021-11-26T14:09:20.406Z
txApplied-average	0	2021-11-26T14:09:20.406Z
txApplied-total	1	2021-11-26T14:09:20.406Z
txRejected-average	0	2021-11-26T14:09:20.406Z
txRejected-total	0	2021-11-26T14:09:20.406Z
txExpired-average	0	2021-11-26T14:09:20.406Z
txExpired-total	0	2021-11-26T14:09:20.406Z
txProcessed-average	0	2021-11-26T14:09:20.406Z
txProcessed-total	1	2021-11-26T14:09:20.406Z
networkTimeout-average	0	2021-11-26T14:09:20.406Z
networkTimeout-total	0	2021-11-26T14:09:20.406Z
lostNodeTimeout-average	0	2021-11-26T14:09:20.406Z
lostNodeTimeout-total	0	2021-11-26T14:09:20.406Z
queueLength-average	0	2021-11-26T14:09:20.406Z
queueLength-value	0	2021-11-26T14:09:20.406Z
serverLoad-average	0	2021-11-26T14:09:20.406Z
serverLoad-value	0	2021-11-26T14:09:20.406Z
txTimeInQueue-average	0	2021-11-26T14:09:20.406Z
txInjected-average	0	2021-11-26T14:09:21.412Z
txInjected-total	1	2021-11-26T14:09:21.412Z
txApplied-average	0	2021-11-26T14:09:21.412Z
txApplied-total	1	2021-11-26T14:09:21.412Z
txRejected-average	0	2021-11-26T14:09:21.412Z
txRejected-total	0	2021-11-26T14:09:21.412Z
txExpired-average	0	2021-11-26T14:09:21.412Z
txExpired-total	0	2021-11-26T14:09:21.412Z
txProcessed-average	0	2021-11-26T14:09:21.412Z
txProcessed-total	1	2021-11-26T14:09:21.412Z
networkTimeout-average	0	2021-11-26T14:09:21.412Z
networkTimeout-total	0	2021-11-26T14:09:21.412Z
lostNodeTimeout-average	0	2021-11-26T14:09:21.412Z
lostNodeTimeout-total	0	2021-11-26T14:09:21.412Z
queueLength-average	0	2021-11-26T14:09:21.412Z
queueLength-value	0	2021-11-26T14:09:21.412Z
serverLoad-average	0	2021-11-26T14:09:21.412Z
serverLoad-value	0	2021-11-26T14:09:21.412Z
txTimeInQueue-average	0	2021-11-26T14:09:21.412Z
txInjected-average	0	2021-11-26T14:09:22.418Z
txInjected-total	1	2021-11-26T14:09:22.418Z
txApplied-average	0	2021-11-26T14:09:22.418Z
txApplied-total	1	2021-11-26T14:09:22.418Z
txRejected-average	0	2021-11-26T14:09:22.418Z
txRejected-total	0	2021-11-26T14:09:22.418Z
txExpired-average	0	2021-11-26T14:09:22.418Z
txExpired-total	0	2021-11-26T14:09:22.418Z
txProcessed-average	0	2021-11-26T14:09:22.418Z
txProcessed-total	1	2021-11-26T14:09:22.418Z
networkTimeout-average	0	2021-11-26T14:09:22.418Z
networkTimeout-total	0	2021-11-26T14:09:22.418Z
lostNodeTimeout-average	0	2021-11-26T14:09:22.418Z
lostNodeTimeout-total	0	2021-11-26T14:09:22.418Z
queueLength-average	0	2021-11-26T14:09:22.418Z
queueLength-value	0	2021-11-26T14:09:22.418Z
serverLoad-average	0	2021-11-26T14:09:22.418Z
serverLoad-value	0	2021-11-26T14:09:22.418Z
txTimeInQueue-average	0	2021-11-26T14:09:22.418Z
