Name	Value	Time
serverLoad-average	0.0002692307692307692	2021-11-26T14:07:43.109Z
serverLoad-value	0	2021-11-26T14:07:43.109Z
txTimeInQueue-average	1.045	2021-11-26T14:07:43.109Z
txInjected-average	0.037037037037037035	2021-11-26T14:07:44.114Z
txInjected-total	1	2021-11-26T14:07:44.114Z
txApplied-average	0.037037037037037035	2021-11-26T14:07:44.114Z
txApplied-total	1	2021-11-26T14:07:44.114Z
txRejected-average	0	2021-11-26T14:07:44.114Z
txRejected-total	0	2021-11-26T14:07:44.114Z
txExpired-average	0	2021-11-26T14:07:44.114Z
txExpired-total	0	2021-11-26T14:07:44.114Z
txProcessed-average	0.037037037037037035	2021-11-26T14:07:44.114Z
txProcessed-total	1	2021-11-26T14:07:44.114Z
networkTimeout-average	0	2021-11-26T14:07:44.114Z
networkTimeout-total	0	2021-11-26T14:07:44.114Z
lostNodeTimeout-average	0	2021-11-26T14:07:44.114Z
lostNodeTimeout-total	0	2021-11-26T14:07:44.114Z
queueLength-average	0.25925925925925924	2021-11-26T14:07:44.114Z
queueLength-value	0	2021-11-26T14:07:44.114Z
serverLoad-average	0.00025925925925925926	2021-11-26T14:07:44.114Z
serverLoad-value	0	2021-11-26T14:07:44.114Z
txTimeInQueue-average	1.0062962962962962	2021-11-26T14:07:44.114Z
txInjected-average	0.03571428571428571	2021-11-26T14:07:45.114Z
txInjected-total	1	2021-11-26T14:07:45.114Z
txApplied-average	0.03571428571428571	2021-11-26T14:07:45.114Z
txApplied-total	1	2021-11-26T14:07:45.114Z
txRejected-average	0	2021-11-26T14:07:45.114Z
txRejected-total	0	2021-11-26T14:07:45.114Z
txExpired-average	0	2021-11-26T14:07:45.114Z
txExpired-total	0	2021-11-26T14:07:45.114Z
txProcessed-average	0.03571428571428571	2021-11-26T14:07:45.114Z
txProcessed-total	1	2021-11-26T14:07:45.114Z
networkTimeout-average	0	2021-11-26T14:07:45.114Z
networkTimeout-total	0	2021-11-26T14:07:45.114Z
lostNodeTimeout-average	0	2021-11-26T14:07:45.114Z
lostNodeTimeout-total	0	2021-11-26T14:07:45.114Z
queueLength-average	0.25	2021-11-26T14:07:45.114Z
queueLength-value	0	2021-11-26T14:07:45.114Z
serverLoad-average	0.00025	2021-11-26T14:07:45.114Z
serverLoad-value	0	2021-11-26T14:07:45.114Z
txTimeInQueue-average	0.9703571428571429	2021-11-26T14:07:45.114Z
txInjected-average	0.034482758620689655	2021-11-26T14:07:46.114Z
txInjected-total	1	2021-11-26T14:07:46.114Z
txApplied-average	0.034482758620689655	2021-11-26T14:07:46.114Z
txApplied-total	1	2021-11-26T14:07:46.114Z
txRejected-average	0	2021-11-26T14:07:46.114Z
txRejected-total	0	2021-11-26T14:07:46.114Z
txExpired-average	0	2021-11-26T14:07:46.114Z
txExpired-total	0	2021-11-26T14:07:46.114Z
txProcessed-average	0.034482758620689655	2021-11-26T14:07:46.114Z
txProcessed-total	1	2021-11-26T14:07:46.114Z
networkTimeout-average	0	2021-11-26T14:07:46.114Z
networkTimeout-total	0	2021-11-26T14:07:46.114Z
lostNodeTimeout-average	0	2021-11-26T14:07:46.114Z
lostNodeTimeout-total	0	2021-11-26T14:07:46.114Z
queueLength-average	0.2413793103448276	2021-11-26T14:07:46.114Z
queueLength-value	0	2021-11-26T14:07:46.114Z
serverLoad-average	0.0002413793103448276	2021-11-26T14:07:46.114Z
serverLoad-value	0	2021-11-26T14:07:46.114Z
txTimeInQueue-average	0.9368965517241379	2021-11-26T14:07:46.114Z
txInjected-average	0.03333333333333333	2021-11-26T14:07:47.119Z
txInjected-total	1	2021-11-26T14:07:47.119Z
txApplied-average	0.03333333333333333	2021-11-26T14:07:47.119Z
txApplied-total	1	2021-11-26T14:07:47.119Z
txRejected-average	0	2021-11-26T14:07:47.119Z
txRejected-total	0	2021-11-26T14:07:47.119Z
txExpired-average	0	2021-11-26T14:07:47.119Z
txExpired-total	0	2021-11-26T14:07:47.119Z
txProcessed-average	0.03333333333333333	2021-11-26T14:07:47.119Z
txProcessed-total	1	2021-11-26T14:07:47.119Z
networkTimeout-average	0	2021-11-26T14:07:47.119Z
networkTimeout-total	0	2021-11-26T14:07:47.119Z
lostNodeTimeout-average	0	2021-11-26T14:07:47.119Z
lostNodeTimeout-total	0	2021-11-26T14:07:47.119Z
queueLength-average	0.23333333333333334	2021-11-26T14:07:47.119Z
queueLength-value	0	2021-11-26T14:07:47.119Z
serverLoad-average	0.00023333333333333333	2021-11-26T14:07:47.119Z
serverLoad-value	0	2021-11-26T14:07:47.119Z
txTimeInQueue-average	0.9056666666666666	2021-11-26T14:07:47.119Z
txInjected-average	0.03225806451612903	2021-11-26T14:07:48.125Z
txInjected-total	1	2021-11-26T14:07:48.125Z
txApplied-average	0.03225806451612903	2021-11-26T14:07:48.125Z
txApplied-total	1	2021-11-26T14:07:48.125Z
txRejected-average	0	2021-11-26T14:07:48.125Z
txRejected-total	0	2021-11-26T14:07:48.125Z
txExpired-average	0	2021-11-26T14:07:48.125Z
txExpired-total	0	2021-11-26T14:07:48.125Z
txProcessed-average	0.03225806451612903	2021-11-26T14:07:48.125Z
txProcessed-total	1	2021-11-26T14:07:48.125Z
networkTimeout-average	0	2021-11-26T14:07:48.125Z
networkTimeout-total	0	2021-11-26T14:07:48.125Z
lostNodeTimeout-average	0	2021-11-26T14:07:48.125Z
lostNodeTimeout-total	0	2021-11-26T14:07:48.125Z
queueLength-average	0.22580645161290322	2021-11-26T14:07:48.125Z
queueLength-value	0	2021-11-26T14:07:48.125Z
serverLoad-average	0.00022580645161290324	2021-11-26T14:07:48.125Z
serverLoad-value	0	2021-11-26T14:07:48.125Z
txTimeInQueue-average	0.8764516129032258	2021-11-26T14:07:48.125Z
txInjected-average	0.03125	2021-11-26T14:07:49.130Z
txInjected-total	1	2021-11-26T14:07:49.130Z
txApplied-average	0.03125	2021-11-26T14:07:49.130Z
txApplied-total	1	2021-11-26T14:07:49.130Z
txRejected-average	0	2021-11-26T14:07:49.130Z
txRejected-total	0	2021-11-26T14:07:49.130Z
txExpired-average	0	2021-11-26T14:07:49.130Z
txExpired-total	0	2021-11-26T14:07:49.130Z
txProcessed-average	0.03125	2021-11-26T14:07:49.130Z
txProcessed-total	1	2021-11-26T14:07:49.130Z
networkTimeout-average	0	2021-11-26T14:07:49.130Z
networkTimeout-total	0	2021-11-26T14:07:49.130Z
lostNodeTimeout-average	0	2021-11-26T14:07:49.130Z
lostNodeTimeout-total	0	2021-11-26T14:07:49.130Z
queueLength-average	0.21875	2021-11-26T14:07:49.130Z
queueLength-value	0	2021-11-26T14:07:49.130Z
serverLoad-average	0.00021875	2021-11-26T14:07:49.130Z
serverLoad-value	0	2021-11-26T14:07:49.130Z
txTimeInQueue-average	0.8490625	2021-11-26T14:07:49.130Z
txInjected-average	0.030303030303030304	2021-11-26T14:07:50.135Z
txInjected-total	1	2021-11-26T14:07:50.135Z
txApplied-average	0.030303030303030304	2021-11-26T14:07:50.135Z
txApplied-total	1	2021-11-26T14:07:50.135Z
txRejected-average	0	2021-11-26T14:07:50.135Z
txRejected-total	0	2021-11-26T14:07:50.135Z
txExpired-average	0	2021-11-26T14:07:50.135Z
txExpired-total	0	2021-11-26T14:07:50.135Z
txProcessed-average	0.030303030303030304	2021-11-26T14:07:50.135Z
txProcessed-total	1	2021-11-26T14:07:50.135Z
networkTimeout-average	0	2021-11-26T14:07:50.135Z
networkTimeout-total	0	2021-11-26T14:07:50.135Z
lostNodeTimeout-average	0	2021-11-26T14:07:50.135Z
lostNodeTimeout-total	0	2021-11-26T14:07:50.135Z
queueLength-average	0.21212121212121213	2021-11-26T14:07:50.135Z
queueLength-value	0	2021-11-26T14:07:50.135Z
serverLoad-average	0.00021212121212121213	2021-11-26T14:07:50.135Z
serverLoad-value	0	2021-11-26T14:07:50.135Z
txTimeInQueue-average	0.8233333333333334	2021-11-26T14:07:50.135Z
txInjected-average	0.029411764705882353	2021-11-26T14:07:51.136Z
txInjected-total	1	2021-11-26T14:07:51.136Z
txApplied-average	0.029411764705882353	2021-11-26T14:07:51.136Z
txApplied-total	1	2021-11-26T14:07:51.136Z
txRejected-average	0	2021-11-26T14:07:51.136Z
txRejected-total	0	2021-11-26T14:07:51.136Z
txExpired-average	0	2021-11-26T14:07:51.136Z
txExpired-total	0	2021-11-26T14:07:51.136Z
txProcessed-average	0.029411764705882353	2021-11-26T14:07:51.136Z
txProcessed-total	1	2021-11-26T14:07:51.136Z
networkTimeout-average	0	2021-11-26T14:07:51.136Z
networkTimeout-total	0	2021-11-26T14:07:51.136Z
lostNodeTimeout-average	0	2021-11-26T14:07:51.136Z
lostNodeTimeout-total	0	2021-11-26T14:07:51.136Z
queueLength-average	0.20588235294117646	2021-11-26T14:07:51.136Z
queueLength-value	0	2021-11-26T14:07:51.136Z
serverLoad-average	0.00020588235294117648	2021-11-26T14:07:51.136Z
serverLoad-value	0	2021-11-26T14:07:51.136Z
txTimeInQueue-average	0.7991176470588235	2021-11-26T14:07:51.136Z
txInjected-average	0.02857142857142857	2021-11-26T14:07:52.138Z
txInjected-total	1	2021-11-26T14:07:52.138Z
txApplied-average	0.02857142857142857	2021-11-26T14:07:52.138Z
txApplied-total	1	2021-11-26T14:07:52.138Z
txRejected-average	0	2021-11-26T14:07:52.138Z
txRejected-total	0	2021-11-26T14:07:52.138Z
txExpired-average	0	2021-11-26T14:07:52.138Z
txExpired-total	0	2021-11-26T14:07:52.138Z
txProcessed-average	0.02857142857142857	2021-11-26T14:07:52.138Z
txProcessed-total	1	2021-11-26T14:07:52.138Z
networkTimeout-average	0	2021-11-26T14:07:52.138Z
networkTimeout-total	0	2021-11-26T14:07:52.138Z
lostNodeTimeout-average	0	2021-11-26T14:07:52.138Z
lostNodeTimeout-total	0	2021-11-26T14:07:52.138Z
queueLength-average	0.2	2021-11-26T14:07:52.138Z
queueLength-value	0	2021-11-26T14:07:52.138Z
serverLoad-average	0.0002	2021-11-26T14:07:52.138Z
serverLoad-value	0	2021-11-26T14:07:52.138Z
txTimeInQueue-average	0.7762857142857144	2021-11-26T14:07:52.138Z
txInjected-average	0.027777777777777776	2021-11-26T14:07:53.138Z
txInjected-total	1	2021-11-26T14:07:53.138Z
txApplied-average	0.027777777777777776	2021-11-26T14:07:53.138Z
txApplied-total	1	2021-11-26T14:07:53.138Z
txRejected-average	0	2021-11-26T14:07:53.138Z
txRejected-total	0	2021-11-26T14:07:53.138Z
txExpired-average	0	2021-11-26T14:07:53.138Z
txExpired-total	0	2021-11-26T14:07:53.138Z
txProcessed-average	0.027777777777777776	2021-11-26T14:07:53.138Z
txProcessed-total	1	2021-11-26T14:07:53.138Z
networkTimeout-average	0	2021-11-26T14:07:53.138Z
networkTimeout-total	0	2021-11-26T14:07:53.138Z
lostNodeTimeout-average	0	2021-11-26T14:07:53.138Z
lostNodeTimeout-total	0	2021-11-26T14:07:53.138Z
queueLength-average	0.19444444444444445	2021-11-26T14:07:53.138Z
queueLength-value	0	2021-11-26T14:07:53.138Z
serverLoad-average	0.00019444444444444446	2021-11-26T14:07:53.138Z
serverLoad-value	0	2021-11-26T14:07:53.138Z
txTimeInQueue-average	0.7547222222222222	2021-11-26T14:07:53.138Z
txInjected-average	0.02702702702702703	2021-11-26T14:07:54.139Z
txInjected-total	1	2021-11-26T14:07:54.139Z
txApplied-average	0.02702702702702703	2021-11-26T14:07:54.139Z
txApplied-total	1	2021-11-26T14:07:54.139Z
txRejected-average	0	2021-11-26T14:07:54.139Z
txRejected-total	0	2021-11-26T14:07:54.139Z
txExpired-average	0	2021-11-26T14:07:54.139Z
txExpired-total	0	2021-11-26T14:07:54.139Z
txProcessed-average	0.02702702702702703	2021-11-26T14:07:54.139Z
txProcessed-total	1	2021-11-26T14:07:54.139Z
networkTimeout-average	0	2021-11-26T14:07:54.139Z
networkTimeout-total	0	2021-11-26T14:07:54.139Z
lostNodeTimeout-average	0	2021-11-26T14:07:54.139Z
lostNodeTimeout-total	0	2021-11-26T14:07:54.139Z
queueLength-average	0.1891891891891892	2021-11-26T14:07:54.139Z
queueLength-value	0	2021-11-26T14:07:54.139Z
serverLoad-average	0.0001891891891891892	2021-11-26T14:07:54.139Z
serverLoad-value	0	2021-11-26T14:07:54.139Z
txTimeInQueue-average	0.7343243243243244	2021-11-26T14:07:54.139Z
txInjected-average	0.02631578947368421	2021-11-26T14:07:55.144Z
txInjected-total	1	2021-11-26T14:07:55.144Z
txApplied-average	0.02631578947368421	2021-11-26T14:07:55.144Z
txApplied-total	1	2021-11-26T14:07:55.144Z
txRejected-average	0	2021-11-26T14:07:55.144Z
txRejected-total	0	2021-11-26T14:07:55.144Z
txExpired-average	0	2021-11-26T14:07:55.144Z
txExpired-total	0	2021-11-26T14:07:55.144Z
txProcessed-average	0.02631578947368421	2021-11-26T14:07:55.144Z
txProcessed-total	1	2021-11-26T14:07:55.144Z
networkTimeout-average	0	2021-11-26T14:07:55.144Z
networkTimeout-total	0	2021-11-26T14:07:55.144Z
lostNodeTimeout-average	0	2021-11-26T14:07:55.144Z
lostNodeTimeout-total	0	2021-11-26T14:07:55.144Z
queueLength-average	0.18421052631578946	2021-11-26T14:07:55.144Z
queueLength-value	0	2021-11-26T14:07:55.144Z
serverLoad-average	0.00018421052631578948	2021-11-26T14:07:55.144Z
serverLoad-value	0	2021-11-26T14:07:55.144Z
txTimeInQueue-average	0.715	2021-11-26T14:07:55.144Z
txInjected-average	0.02564102564102564	2021-11-26T14:07:56.145Z
txInjected-total	1	2021-11-26T14:07:56.145Z
txApplied-average	0.02564102564102564	2021-11-26T14:07:56.145Z
txApplied-total	1	2021-11-26T14:07:56.145Z
txRejected-average	0	2021-11-26T14:07:56.145Z
txRejected-total	0	2021-11-26T14:07:56.145Z
txExpired-average	0	2021-11-26T14:07:56.145Z
txExpired-total	0	2021-11-26T14:07:56.145Z
txProcessed-average	0.02564102564102564	2021-11-26T14:07:56.145Z
txProcessed-total	1	2021-11-26T14:07:56.145Z
networkTimeout-average	0	2021-11-26T14:07:56.145Z
networkTimeout-total	0	2021-11-26T14:07:56.145Z
lostNodeTimeout-average	0	2021-11-26T14:07:56.145Z
lostNodeTimeout-total	0	2021-11-26T14:07:56.145Z
queueLength-average	0.1794871794871795	2021-11-26T14:07:56.145Z
queueLength-value	0	2021-11-26T14:07:56.145Z
serverLoad-average	0.0001794871794871795	2021-11-26T14:07:56.145Z
serverLoad-value	0	2021-11-26T14:07:56.145Z
txTimeInQueue-average	0.6966666666666667	2021-11-26T14:07:56.145Z
txInjected-average	0.025	2021-11-26T14:07:57.147Z
txInjected-total	1	2021-11-26T14:07:57.147Z
txApplied-average	0.025	2021-11-26T14:07:57.147Z
txApplied-total	1	2021-11-26T14:07:57.147Z
txRejected-average	0	2021-11-26T14:07:57.147Z
txRejected-total	0	2021-11-26T14:07:57.147Z
txExpired-average	0	2021-11-26T14:07:57.147Z
txExpired-total	0	2021-11-26T14:07:57.147Z
txProcessed-average	0.025	2021-11-26T14:07:57.147Z
txProcessed-total	1	2021-11-26T14:07:57.147Z
networkTimeout-average	0	2021-11-26T14:07:57.147Z
networkTimeout-total	0	2021-11-26T14:07:57.147Z
lostNodeTimeout-average	0	2021-11-26T14:07:57.147Z
lostNodeTimeout-total	0	2021-11-26T14:07:57.147Z
queueLength-average	0.175	2021-11-26T14:07:57.147Z
queueLength-value	0	2021-11-26T14:07:57.147Z
serverLoad-average	0.000175	2021-11-26T14:07:57.147Z
serverLoad-value	0	2021-11-26T14:07:57.147Z
txTimeInQueue-average	0.67925	2021-11-26T14:07:57.147Z
txInjected-average	0.024390243902439025	2021-11-26T14:07:58.152Z
txInjected-total	1	2021-11-26T14:07:58.152Z
txApplied-average	0.024390243902439025	2021-11-26T14:07:58.152Z
txApplied-total	1	2021-11-26T14:07:58.152Z
txRejected-average	0	2021-11-26T14:07:58.152Z
txRejected-total	0	2021-11-26T14:07:58.152Z
txExpired-average	0	2021-11-26T14:07:58.152Z
txExpired-total	0	2021-11-26T14:07:58.152Z
txProcessed-average	0.024390243902439025	2021-11-26T14:07:58.152Z
txProcessed-total	1	2021-11-26T14:07:58.152Z
networkTimeout-average	0	2021-11-26T14:07:58.152Z
networkTimeout-total	0	2021-11-26T14:07:58.152Z
lostNodeTimeout-average	0	2021-11-26T14:07:58.152Z
lostNodeTimeout-total	0	2021-11-26T14:07:58.152Z
queueLength-average	0.17073170731707318	2021-11-26T14:07:58.152Z
queueLength-value	0	2021-11-26T14:07:58.152Z
serverLoad-average	0.0001707317073170732	2021-11-26T14:07:58.152Z
serverLoad-value	0	2021-11-26T14:07:58.152Z
txTimeInQueue-average	0.6626829268292682	2021-11-26T14:07:58.152Z
txInjected-average	0.023809523809523808	2021-11-26T14:07:59.157Z
txInjected-total	1	2021-11-26T14:07:59.157Z
txApplied-average	0.023809523809523808	2021-11-26T14:07:59.157Z
txApplied-total	1	2021-11-26T14:07:59.157Z
txRejected-average	0	2021-11-26T14:07:59.157Z
txRejected-total	0	2021-11-26T14:07:59.157Z
txExpired-average	0	2021-11-26T14:07:59.157Z
txExpired-total	0	2021-11-26T14:07:59.157Z
txProcessed-average	0.023809523809523808	2021-11-26T14:07:59.157Z
txProcessed-total	1	2021-11-26T14:07:59.157Z
networkTimeout-average	0	2021-11-26T14:07:59.157Z
networkTimeout-total	0	2021-11-26T14:07:59.157Z
lostNodeTimeout-average	0	2021-11-26T14:07:59.157Z
lostNodeTimeout-total	0	2021-11-26T14:07:59.157Z
queueLength-average	0.16666666666666666	2021-11-26T14:07:59.157Z
queueLength-value	0	2021-11-26T14:07:59.157Z
serverLoad-average	0.00016666666666666666	2021-11-26T14:07:59.157Z
serverLoad-value	0	2021-11-26T14:07:59.157Z
txTimeInQueue-average	0.6469047619047619	2021-11-26T14:07:59.157Z
txInjected-average	0.023255813953488372	2021-11-26T14:08:00.161Z
txInjected-total	1	2021-11-26T14:08:00.161Z
txApplied-average	0.023255813953488372	2021-11-26T14:08:00.161Z
txApplied-total	1	2021-11-26T14:08:00.161Z
txRejected-average	0	2021-11-26T14:08:00.161Z
txRejected-total	0	2021-11-26T14:08:00.161Z
txExpired-average	0	2021-11-26T14:08:00.161Z
txExpired-total	0	2021-11-26T14:08:00.161Z
txProcessed-average	0.023255813953488372	2021-11-26T14:08:00.161Z
txProcessed-total	1	2021-11-26T14:08:00.161Z
networkTimeout-average	0	2021-11-26T14:08:00.161Z
networkTimeout-total	0	2021-11-26T14:08:00.161Z
lostNodeTimeout-average	0	2021-11-26T14:08:00.161Z
lostNodeTimeout-total	0	2021-11-26T14:08:00.161Z
queueLength-average	0.16279069767441862	2021-11-26T14:08:00.161Z
queueLength-value	0	2021-11-26T14:08:00.161Z
serverLoad-average	0.0001627906976744186	2021-11-26T14:08:00.161Z
serverLoad-value	0	2021-11-26T14:08:00.161Z
txTimeInQueue-average	0.6318604651162791	2021-11-26T14:08:00.161Z
txInjected-average	0.022727272727272728	2021-11-26T14:08:01.161Z
txInjected-total	1	2021-11-26T14:08:01.161Z
txApplied-average	0.022727272727272728	2021-11-26T14:08:01.161Z
txApplied-total	1	2021-11-26T14:08:01.161Z
txRejected-average	0	2021-11-26T14:08:01.161Z
txRejected-total	0	2021-11-26T14:08:01.161Z
txExpired-average	0	2021-11-26T14:08:01.161Z
txExpired-total	0	2021-11-26T14:08:01.161Z
txProcessed-average	0.022727272727272728	2021-11-26T14:08:01.161Z
txProcessed-total	1	2021-11-26T14:08:01.161Z
networkTimeout-average	0	2021-11-26T14:08:01.161Z
networkTimeout-total	0	2021-11-26T14:08:01.161Z
lostNodeTimeout-average	0	2021-11-26T14:08:01.161Z
lostNodeTimeout-total	0	2021-11-26T14:08:01.161Z
queueLength-average	0.1590909090909091	2021-11-26T14:08:01.161Z
queueLength-value	0	2021-11-26T14:08:01.161Z
serverLoad-average	0.0001590909090909091	2021-11-26T14:08:01.161Z
serverLoad-value	0	2021-11-26T14:08:01.161Z
txTimeInQueue-average	0.6175	2021-11-26T14:08:01.161Z
txInjected-average	0.022222222222222223	2021-11-26T14:08:02.162Z
txInjected-total	1	2021-11-26T14:08:02.162Z
txApplied-average	0.022222222222222223	2021-11-26T14:08:02.162Z
txApplied-total	1	2021-11-26T14:08:02.162Z
txRejected-average	0	2021-11-26T14:08:02.162Z
txRejected-total	0	2021-11-26T14:08:02.162Z
txExpired-average	0	2021-11-26T14:08:02.162Z
txExpired-total	0	2021-11-26T14:08:02.162Z
txProcessed-average	0.022222222222222223	2021-11-26T14:08:02.162Z
txProcessed-total	1	2021-11-26T14:08:02.162Z
networkTimeout-average	0	2021-11-26T14:08:02.162Z
networkTimeout-total	0	2021-11-26T14:08:02.162Z
lostNodeTimeout-average	0	2021-11-26T14:08:02.162Z
lostNodeTimeout-total	0	2021-11-26T14:08:02.162Z
queueLength-average	0.15555555555555556	2021-11-26T14:08:02.162Z
queueLength-value	0	2021-11-26T14:08:02.162Z
serverLoad-average	0.00015555555555555556	2021-11-26T14:08:02.162Z
serverLoad-value	0	2021-11-26T14:08:02.162Z
txTimeInQueue-average	0.6037777777777779	2021-11-26T14:08:02.162Z
txInjected-average	0.021739130434782608	2021-11-26T14:08:03.167Z
txInjected-total	1	2021-11-26T14:08:03.167Z
txApplied-average	0.021739130434782608	2021-11-26T14:08:03.167Z
txApplied-total	1	2021-11-26T14:08:03.167Z
txRejected-average	0	2021-11-26T14:08:03.167Z
txRejected-total	0	2021-11-26T14:08:03.167Z
txExpired-average	0	2021-11-26T14:08:03.167Z
txExpired-total	0	2021-11-26T14:08:03.167Z
txProcessed-average	0.021739130434782608	2021-11-26T14:08:03.167Z
txProcessed-total	1	2021-11-26T14:08:03.167Z
networkTimeout-average	0	2021-11-26T14:08:03.167Z
networkTimeout-total	0	2021-11-26T14:08:03.167Z
lostNodeTimeout-average	0	2021-11-26T14:08:03.167Z
lostNodeTimeout-total	0	2021-11-26T14:08:03.167Z
queueLength-average	0.15217391304347827	2021-11-26T14:08:03.167Z
queueLength-value	0	2021-11-26T14:08:03.167Z
serverLoad-average	0.00015217391304347827	2021-11-26T14:08:03.167Z
serverLoad-value	0	2021-11-26T14:08:03.167Z
txTimeInQueue-average	0.5906521739130435	2021-11-26T14:08:03.167Z
txInjected-average	0.02127659574468085	2021-11-26T14:08:04.170Z
txInjected-total	1	2021-11-26T14:08:04.170Z
txApplied-average	0.02127659574468085	2021-11-26T14:08:04.170Z
txApplied-total	1	2021-11-26T14:08:04.170Z
txRejected-average	0	2021-11-26T14:08:04.170Z
txRejected-total	0	2021-11-26T14:08:04.170Z
txExpired-average	0	2021-11-26T14:08:04.170Z
txExpired-total	0	2021-11-26T14:08:04.170Z
txProcessed-average	0.02127659574468085	2021-11-26T14:08:04.170Z
txProcessed-total	1	2021-11-26T14:08:04.170Z
networkTimeout-average	0	2021-11-26T14:08:04.170Z
networkTimeout-total	0	2021-11-26T14:08:04.170Z
lostNodeTimeout-average	0	2021-11-26T14:08:04.170Z
lostNodeTimeout-total	0	2021-11-26T14:08:04.170Z
queueLength-average	0.14893617021276595	2021-11-26T14:08:04.170Z
queueLength-value	0	2021-11-26T14:08:04.170Z
serverLoad-average	0.00014893617021276596	2021-11-26T14:08:04.170Z
serverLoad-value	0	2021-11-26T14:08:04.170Z
txTimeInQueue-average	0.5780851063829788	2021-11-26T14:08:04.170Z
txInjected-average	0.020833333333333332	2021-11-26T14:08:05.176Z
txInjected-total	1	2021-11-26T14:08:05.176Z
txApplied-average	0.020833333333333332	2021-11-26T14:08:05.176Z
txApplied-total	1	2021-11-26T14:08:05.176Z
txRejected-average	0	2021-11-26T14:08:05.176Z
txRejected-total	0	2021-11-26T14:08:05.176Z
txExpired-average	0	2021-11-26T14:08:05.176Z
txExpired-total	0	2021-11-26T14:08:05.176Z
txProcessed-average	0.020833333333333332	2021-11-26T14:08:05.176Z
txProcessed-total	1	2021-11-26T14:08:05.176Z
networkTimeout-average	0	2021-11-26T14:08:05.176Z
networkTimeout-total	0	2021-11-26T14:08:05.176Z
lostNodeTimeout-average	0	2021-11-26T14:08:05.176Z
lostNodeTimeout-total	0	2021-11-26T14:08:05.176Z
queueLength-average	0.14583333333333334	2021-11-26T14:08:05.176Z
queueLength-value	0	2021-11-26T14:08:05.176Z
serverLoad-average	0.00014583333333333335	2021-11-26T14:08:05.176Z
serverLoad-value	0	2021-11-26T14:08:05.176Z
txTimeInQueue-average	0.5660416666666667	2021-11-26T14:08:05.176Z
txInjected-average	0.02040816326530612	2021-11-26T14:08:06.181Z
txInjected-total	1	2021-11-26T14:08:06.181Z
txApplied-average	0.02040816326530612	2021-11-26T14:08:06.181Z
txApplied-total	1	2021-11-26T14:08:06.181Z
txRejected-average	0	2021-11-26T14:08:06.181Z
txRejected-total	0	2021-11-26T14:08:06.181Z
txExpired-average	0	2021-11-26T14:08:06.181Z
txExpired-total	0	2021-11-26T14:08:06.181Z
txProcessed-average	0.02040816326530612	2021-11-26T14:08:06.181Z
txProcessed-total	1	2021-11-26T14:08:06.181Z
networkTimeout-average	0	2021-11-26T14:08:06.181Z
networkTimeout-total	0	2021-11-26T14:08:06.181Z
lostNodeTimeout-average	0	2021-11-26T14:08:06.181Z
lostNodeTimeout-total	0	2021-11-26T14:08:06.181Z
queueLength-average	0.14285714285714285	2021-11-26T14:08:06.181Z
queueLength-value	0	2021-11-26T14:08:06.181Z
serverLoad-average	0.00014285714285714287	2021-11-26T14:08:06.181Z
serverLoad-value	0	2021-11-26T14:08:06.181Z
txTimeInQueue-average	0.5544897959183673	2021-11-26T14:08:06.181Z
txInjected-average	0.02	2021-11-26T14:08:07.181Z
txInjected-total	1	2021-11-26T14:08:07.181Z
txApplied-average	0.02	2021-11-26T14:08:07.181Z
txApplied-total	1	2021-11-26T14:08:07.181Z
txRejected-average	0	2021-11-26T14:08:07.181Z
txRejected-total	0	2021-11-26T14:08:07.181Z
txExpired-average	0	2021-11-26T14:08:07.181Z
txExpired-total	0	2021-11-26T14:08:07.181Z
txProcessed-average	0.02	2021-11-26T14:08:07.181Z
txProcessed-total	1	2021-11-26T14:08:07.181Z
networkTimeout-average	0	2021-11-26T14:08:07.181Z
networkTimeout-total	0	2021-11-26T14:08:07.181Z
lostNodeTimeout-average	0	2021-11-26T14:08:07.181Z
lostNodeTimeout-total	0	2021-11-26T14:08:07.181Z
queueLength-average	0.14	2021-11-26T14:08:07.181Z
queueLength-value	0	2021-11-26T14:08:07.181Z
serverLoad-average	0.00014000000000000001	2021-11-26T14:08:07.181Z
serverLoad-value	0	2021-11-26T14:08:07.181Z
txTimeInQueue-average	0.5434	2021-11-26T14:08:07.181Z
txInjected-average	0.0196078431372549	2021-11-26T14:08:08.182Z
txInjected-total	1	2021-11-26T14:08:08.182Z
txApplied-average	0.0196078431372549	2021-11-26T14:08:08.182Z
txApplied-total	1	2021-11-26T14:08:08.182Z
txRejected-average	0	2021-11-26T14:08:08.182Z
txRejected-total	0	2021-11-26T14:08:08.182Z
txExpired-average	0	2021-11-26T14:08:08.182Z
txExpired-total	0	2021-11-26T14:08:08.182Z
txProcessed-average	0.0196078431372549	2021-11-26T14:08:08.182Z
txProcessed-total	1	2021-11-26T14:08:08.182Z
networkTimeout-average	0	2021-11-26T14:08:08.182Z
networkTimeout-total	0	2021-11-26T14:08:08.182Z
lostNodeTimeout-average	0	2021-11-26T14:08:08.182Z
lostNodeTimeout-total	0	2021-11-26T14:08:08.182Z
queueLength-average	0.13725490196078433	2021-11-26T14:08:08.182Z
queueLength-value	0	2021-11-26T14:08:08.182Z
serverLoad-average	0.0001372549019607843	2021-11-26T14:08:08.182Z
serverLoad-value	0	2021-11-26T14:08:08.182Z
txTimeInQueue-average	0.5327450980392157	2021-11-26T14:08:08.182Z
